31,31,31,36,36,31,36,31,31,183,36,36,183,36,30,30,35,30,35,30,35,30,35,30,35,30,35,35,35,35,35,30,30,35,30,30,30,30,35,35,30,30,35,30,30,35,30,35,30,30,35,30,30,35,30,30,35,35,35,35,30,30,30,35
31,31,31,183,31,31,31,31,183,183,36,36,183,31,35,35,35,30,30,35,35,35,35,30,30,30,30,30,30,35,35,35,30,30,35,35,30,30,30,30,30,30,30,30,30,30,30,30,35,30,30,35,35,35,35,30,35,35,35,35,30,30,35,30
183,36,183,31,183,31,36,31,36,31,36,36,36,183,30,30,30,35,35,35,30,30,35,35,30,30,35,35,35,35,30,30,35,30,30,35,30,30,30,30,30,35,30,30,35,30,30,35,35,35,35,30,35,30,30,30,30,35,30,35,30,30,30,35
183,183,36,36,31,183,36,31,183,31,31,183,36,31,35,35,35,35,30,30,35,30,35,30,35,35,35,30,30,30,35,30,30,35,30,30,35,35,30,30,35,35,35,35,30,35,30,30,30,35,30,30,35,30,35,35,30,30,35,30,30,30,30,30
31,31,36,36,36,36,183,31,36,183,31,183,36,183,35,35,30,35,35,35,30,30,35,35,30,35,35,30,35,35,35,35,35,30,30,30,35,30,30,30,35,30,30,35,35,30,35,35,35,35,30,35,30,35,35,35,35,30,30,35,35,30,35,35
36,183,31,31,31,183,36,36,31,36,36,31,183,183,35,30,35,30,35,30,35,35,35,30,35,30,35,30,30,30,35,30,35,35,35,35,35,30,30,30,35,30,35,30,35,30,35,35,35,35,30,35,30,30,35,35,30,30,30,30,35,35,30,35
31,36,31,31,36,183,36,31,183,31,31,36,183,31,30,30,35,35,35,30,30,35,30,30,30,30,35,30,35,35,30,30,35,35,30,30,30,30,35,30,35,30,30,30,35,35,35,35,30,35,35,30,30,30,30,30,35,35,35,35,30,35,35,35
183,36,31,36,31,31,31,183,31,31,183,183,183,183,35,30,30,35,30,35,30,30,30,35,30,30,30,30,35,30,35,30,35,35,30,30,35,30,30,35,35,35,30,30,30,30,30,35,30,35,35,35,30,35,30,35,35,30,35,35,30,30,30,35
36,31,183,183,36,183,36,31,31,36,36,36,31,36,30,30,30,35,35,30,35,30,35,30,35,35,30,30,35,35,35,35,30,35,35,35,30,35,30,35,30,30,35,30,35,35,30,30,30,35,35,35,35,30,35,30,35,30,30,35,35,30,30,30
31,36,183,31,31,183,36,31,36,31,183,36,183,31,30,35,35,35,30,30,30,35,35,30,35,30,35,35,35,35,30,35,35,35,35,35,35,30,35,35,35,35,35,30,35,35,30,35,30,35,30,35,30,30,35,30,35,30,35,30,30,30,35,30
183,31,183,31,183,183,36,36,183,183,183,36,31,36,30,35,35,35,35,30,35,35,30,35,35,30,30,35,35,30,30,35,30,35,35,35,30,35,35,35,30,30,35,35,30,35,30,30,30,35,30,35,30,35,35,30,35,30,35,30,30,30,30,30
36,36,31,36,31,36,183,36,36,183,36,183,31,183,35,35,30,35,30,35,35,30,35,35,30,35,35,35,35,30,35,35,35,35,30,30,30,30,30,30,35,35,35,30,35,35,30,35,35,35,30,35,35,30,30,30,30,30,35,30,35,30,30,30
31,36,183,36,36,36,183,183,36,36,36,183,183,183,30,30,35,30,30,35,30,35,35,30,35,30,35,35,30,35,35,35,35,35,35,30,30,35,35,35,35,30,35,35,30,35,35,35,30,35,35,35,30,30,30,30,35,35,35,35,35,30,30,35
183,31,31,183,36,36,31,31,183,183,31,31,31,31,30,30,30,35,30,35,35,35,35,30,35,35,35,30,35,35,30,30,35,30,30,30,30,35,35,30,30,30,30,30,30,30,35,30,35,30,30,30,35,35,30,35,35,35,30,35,30,30,30,30
36,36,36,183,183,183,36,36,36,183,31,31,183,31,30,35,30,35,30,30,30,35,30,35,35,30,30,35,35,35,35,35,30,30,35,35,30,35,35,35,35,30,30,30,30,35,30,35,30,30,35,35,35,30,35,30,30,30,35,35,35,35,35,35
36,31,36,31,31,31,36,183,31,36,36,183,183,31,30,30,35,35,30,30,30,35,30,30,35,35,35,30,30,35,30,35,35,35,35,35,35,30,30,35,35,35,30,30,35,30,35,35,35,35,35,30,30,30,30,30,35,30,35,30,35,30,30,30
31,31,36,36,183,31,36,31,36,183,31,31,183,36,35,35,35,30,35,35,35,30,30,30,35,35,30,30,30,35,35,30,35,30,35,30,35,30,30,35,35,30,30,35,35,35,35,30,35,35,30,35,30,35,30,35,30,30,35,35,35,30,30,30
36,31,36,183,36,183,31,183,36,183,183,36,31,183,35,30,30,35,35,35,35,35,30,30,30,30,35,35,30,35,30,30,35,35,35,35,35,35,30,30,30,35,30,30,35,35,35,30,30,35,30,30,30,35,35,30,35,35,30,30,30,35,30,30
183,36,31,31,36,31,36,31,36,183,36,31,183,183,30,30,30,35,30,30,30,30,30,35,35,30,35,30,30,30,35,30,30,30,35,35,35,30,30,35,30,30,35,30,35,30,35,35,35,30,30,35,35,35,30,35,35,30,35,30,30,30,35,30
31,183,31,183,31,31,183,183,36,31,183,183,36,183,35,35,35,35,30,30,35,35,35,30,30,30,35,35,35,35,35,30,30,30,30,35,30,30,30,30,35,30,35,35,30,30,30,30,30,30,35,30,35,35,30,35,30,30,30,30,35,35,30,35
183,183,36,31,183,183,183,36,31,31,183,183,183,183,35,30,35,30,30,35,30,30,35,30,35,30,35,35,30,30,35,30,30,35,35,35,30,30,30,35,35,30,35,30,30,30,35,35,30,30,35,30,30,30,30,35,35,30,30,35,30,30,35,30
183,183,183,183,183,183,183,183,183,183,183,183,36,30,35,30,35,35,30,30,30,35,35,30,35,30,35,35,30,30,30,30,30,30,35,30,30,35,30,35,35,30,30,35,35,35,30,30,35,35,30,30,30,30,30,35,35,30,35,35,35,35,30,30
35,35,35,31,31,30,30,30,30,30,30,30,30,35,30,35,30,35,30,30,30,35,35,35,35,35,35,35,30,30,30,35,30,30,35,35,35,30,30,30,30,30,30,30,35,35,35,35,30,35,30,30,35,30,30,30,30,30,30,30,35,30,35,30
30,30,30,35,35,35,35,35,30,35,35,30,30,30,30,30,35,30,30,30,35,30,30,30,35,35,30,35,35,35,35,35,30,35,30,35,35,30,30,35,35,35,35,35,30,30,35,35,30,30,30,35,30,30,30,30,30,35,30,30,30,35,30,30
35,35,35,30,30,35,30,30,35,35,35,30,30,35,30,30,30,35,30,30,30,30,30,30,35,30,35,35,30,30,30,35,30,30,35,30,30,35,30,35,30,35,35,30,30,30,35,30,35,30,30,30,35,30,30,35,35,35,35,30,30,35,30,30
35,30,30,30,30,30,35,30,30,30,35,30,35,35,35,30,35,35,30,35,30,35,30,35,30,35,30,35,30,30,35,30,30,30,30,35,30,35,30,30,35,35,35,30,30,35,35,35,35,35,30,35,35,35,30,30,30,30,30,30,35,30,30,35
35,35,35,30,35,35,30,30,35,35,35,35,35,35,30,30,30,30,30,35,30,35,35,30,35,35,30,35,30,30,30,30,35,30,30,30,35,35,30,35,30,30,30,35,35,35,30,30,30,35,30,30,30,35,35,35,35,30,30,35,35,35,35,30
18,18,18,18,18,18,18,19,35,35,30,30,35,35,35,30,35,30,30,30,35,35,30,35,35,35,30,30,30,35,35,30,35,35,30,35,30,35,35,30,30,35,35,35,30,35,35,35,30,35,30,35,35,35,30,35,35,30,35,35,35,30,35,30
23,23,23,23,23,23,23,25,18,19,35,35,35,30,30,35,30,35,35,35,30,30,30,30,35,30,35,35,35,30,35,35,35,35,35,35,35,30,35,35,30,35,35,30,30,30,30,30,35,35,30,30,30,30,35,35,35,35,35,35,35,35,35,30
28,28,28,28,28,28,21,23,23,25,19,30,35,35,35,30,35,30,30,30,30,35,30,35,35,30,35,35,30,35,30,30,35,35,30,35,30,35,35,35,35,35,30,35,35,35,30,35,35,35,35,35,35,35,35,35,30,30,30,30,30,30,30,35
30,35,35,30,35,35,27,28,21,23,25,19,30,35,30,30,35,35,35,35,35,30,30,30,35,30,30,30,30,30,35,30,35,30,35,30,35,30,35,30,30,30,30,30,35,35,35,35,30,35,30,35,30,35,30,30,35,35,30,30,35,35,35,35
35,30,35,30,30,35,30,35,27,21,23,24,35,30,30,35,35,35,30,30,35,35,30,35,30,30,35,35,30,35,30,35,35,30,30,30,35,35,35,30,30,35,35,35,35,30,35,35,30,35,30,35,35,35,30,35,30,35,35,35,35,30,35,35
35,35,30,35,30,30,30,30,30,22,23,24,30,30,30,30,30,35,35,30,35,30,30,35,35,35,30,30,35,35,30,30,30,30,30,30,35,35,35,35,30,30,35,35,35,35,35,30,30,35,30,35,30,30,35,30,35,30,35,30,30,30,30,35
