30,35,35,35,35,30,30,30,30,30,35,30,35,35,35,35,35,30,30,30,35,35,35,30,35,30,30,35,35,35,35,35,30,30,30,30,30,30,35,30,35,30,30,30,35,30,30,30,30,30,35,35,35,30,30,35,35,35,35,30,30,35,30,30
30,30,35,35,30,30,30,30,35,30,30,35,35,35,30,30,30,30,35,35,30,35,35,30,30,30,35,35,35,35,30,35,35,30,35,30,35,30,35,30,30,35,30,35,30,30,30,35,35,30,35,35,35,30,30,30,35,30,30,30,35,35,30,35
35,35,30,35,35,30,35,30,30,30,35,35,30,30,35,35,30,35,35,35,30,35,35,30,30,35,30,35,30,30,35,30,30,30,30,30,30,30,35,30,35,35,30,35,30,35,30,35,35,35,35,35,30,35,35,35,30,30,30,30,30,35,35,35
30,35,30,35,30,30,30,35,35,35,35,35,30,30,35,35,35,35,30,35,35,30,35,35,30,35,35,35,30,35,30,35,30,35,35,35,35,30,30,30,35,30,30,35,30,30,30,30,30,35,30,35,35,35,30,30,35,30,35,30,35,35,35,30
30,35,30,35,30,35,35,35,30,30,35,30,35,35,35,30,30,35,35,35,30,30,30,30,35,35,30,30,35,35,35,30,30,30,30,30,35,30,35,35,30,30,30,35,30,35,35,35,30,30,35,35,35,35,30,35,30,35,35,30,30,35,35,35
35,35,30,30,35,35,30,30,35,35,30,35,35,30,35,35,30,30,35,35,35,30,30,35,35,30,35,30,30,30,35,35,35,35,30,30,35,30,35,35,30,30,35,30,35,35,35,35,30,30,30,30,35,30,35,30,35,30,35,35,30,30,35,35
35,30,30,35,30,30,35,30,30,35,30,35,35,30,35,35,30,30,35,30,30,35,35,30,30,35,35,35,35,30,30,30,30,35,35,35,35,30,30,35,35,35,30,30,35,30,30,30,30,30,30,30,35,35,35,35,35,30,35,35,30,35,35,35
35,30,35,30,30,30,30,35,30,30,35,35,30,30,35,30,30,35,30,35,35,30,35,35,30,30,30,35,35,30,35,30,30,30,35,30,30,35,35,35,35,30,35,30,30,30,30,35,35,30,30,35,35,30,30,30,35,35,30,30,35,30,35,35
35,30,30,35,30,30,30,35,35,35,35,35,30,30,30,30,30,35,35,30,35,35,30,30,30,30,35,30,35,30,30,35,35,30,30,35,30,30,35,30,35,35,30,30,35,35,30,30,30,35,35,35,30,35,35,35,35,30,35,30,35,35,30,35
30,35,30,30,30,30,35,35,35,35,35,35,30,35,35,30,30,30,35,30,17,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,19,35,35,35,35,30,30,30,30,30,30,35,35,30,35,30,35,30,35,35,35,35,30,30,30,30,30
